# X2 (y-model)  G=360  L=j/G  depth=30 cap=20000
# j i kill comps lambda maxoutdeg verdict
146 52 -1 4037 1.2670 2 FAT
146 53 -1 3992 1.2527 2 FAT
146 54 -1 4274 1.2784 0 FAT
146 55 -1 4274 1.2784 0 FAT
146 56 -1 4274 1.2784 0 FAT
146 57 -1 3205 1.2650 2 FAT
146 58 -1 2668 1.2559 2 FAT
146 59 -1 2603 1.2310 2 FAT
146 60 -1 1522 1.1960 2 FAT
146 61 -1 2141 1.2040 2 FAT
146 62 -1 1408 1.2339 2 FAT
146 63 -1 2001 1.2534 2 FAT
146 64 -1 2379 1.2638 2 FAT
146 65 -1 2379 1.2638 2 FAT
146 66 -1 2919 1.2639 2 FAT
146 67 -1 4253 1.2902 0 FAT
146 68 -1 4472 1.2941 0 FAT
146 69 -1 5928 1.3085 0 FAT
146 70 -1 7739 1.3247 0 FAT
146 71 -1 7739 1.3247 0 FAT
146 72 -1 7739 1.3247 0 FAT
146 73 -1 7739 1.3247 0 FAT
146 74 -1 7739 1.3247 0 FAT
146 75 -1 7739 1.3247 0 FAT
146 76 -1 7206 1.3199 0 FAT
146 77 -1 5873 1.3067 0 FAT
146 78 -1 4328 1.2940 0 FAT
146 79 -1 4328 1.2940 0 FAT
146 80 -1 3183 1.2747 2 FAT
146 81 -1 2549 1.2623 2 FAT
146 82 -1 1640 1.2364 2 FAT
146 83 -1 1405 1.2366 2 FAT
146 84 -1 1188 1.2367 2 FAT
146 85 -1 1188 1.2367 2 FAT
146 86 -1 1188 1.2367 2 FAT
146 87 -1 1188 1.2367 2 FAT
146 88 -1 1188 1.2367 2 FAT
146 89 -1 942 1.2241 2 FAT
146 90 -1 530 1.1907 2 FAT
146 91 -1 438 1.1903 2 FAT
146 92 -1 438 1.1903 2 FAT
146 93 -1 438 1.1903 2 FAT
146 94 -1 234 1.1621 2 FAT
146 95 -1 162 1.1421 2 FAT
146 96 -1 31 1.0365 2 FAT
146 97 -1 10 1.0000 1 CYCLE
146 98 -1 112 1.0410 2 FAT
146 99 -1 24 1.0000 1 CYCLE
146 100 -1 87 1.0394 2 FAT
146 101 -1 87 1.0394 2 FAT
146 102 -1 30 1.0000 1 CYCLE
146 103 -1 20 1.0000 1 CYCLE
146 104 -1 60 1.0379 2 FAT
146 105 -1 60 1.0379 2 FAT
146 106 -1 60 1.0379 2 FAT
146 107 -1 60 1.0379 2 FAT
146 108 -1 60 1.0379 2 FAT
146 109 -1 60 1.0379 2 FAT
146 110 -1 60 1.0379 2 FAT
146 111 -1 20 1.0000 1 CYCLE
146 112 -1 30 1.0000 1 CYCLE
146 113 -1 87 1.0394 2 FAT
146 114 -1 87 1.0394 2 FAT
146 115 -1 24 1.0000 1 CYCLE
146 116 -1 112 1.0410 2 FAT
146 117 -1 10 1.0000 1 CYCLE
146 118 -1 31 1.0365 2 FAT
146 119 -1 162 1.1421 2 FAT
146 120 -1 234 1.1621 2 FAT
146 121 -1 438 1.1903 2 FAT
146 122 -1 438 1.1903 2 FAT
146 123 -1 438 1.1903 2 FAT
146 124 -1 530 1.1907 2 FAT
146 125 -1 942 1.2241 2 FAT
146 126 -1 1188 1.2367 2 FAT
146 127 -1 1188 1.2367 2 FAT
146 128 -1 1188 1.2367 2 FAT
146 129 -1 1188 1.2367 2 FAT
146 130 -1 1188 1.2367 2 FAT
146 131 -1 1405 1.2366 2 FAT
146 132 -1 1640 1.2364 2 FAT
146 133 -1 2549 1.2623 2 FAT
146 134 -1 3183 1.2747 2 FAT
146 135 -1 4328 1.2940 0 FAT
146 136 -1 4328 1.2940 0 FAT
146 137 -1 5873 1.3067 0 FAT
146 138 -1 7206 1.3199 0 FAT
146 139 -1 7739 1.3247 0 FAT
146 140 -1 7739 1.3247 0 FAT
146 141 -1 7739 1.3247 0 FAT
146 142 -1 7739 1.3247 0 FAT
146 143 -1 7739 1.3247 0 FAT
146 144 -1 7739 1.3247 0 FAT
146 145 -1 5928 1.3085 0 FAT
146 146 -1 4472 1.2941 0 FAT
146 147 -1 4253 1.2902 0 FAT
146 148 -1 2919 1.2639 2 FAT
146 149 -1 2379 1.2638 2 FAT
146 150 -1 2379 1.2638 2 FAT
146 151 -1 2001 1.2534 2 FAT
146 152 -1 1408 1.2339 2 FAT
146 153 -1 2141 1.2040 2 FAT
146 154 -1 1522 1.1960 2 FAT
146 155 -1 2603 1.2310 2 FAT
146 156 -1 2668 1.2559 2 FAT
146 157 -1 3205 1.2650 2 FAT
146 158 -1 4274 1.2784 0 FAT
146 159 -1 4274 1.2784 0 FAT
146 160 -1 4274 1.2784 0 FAT
146 161 -1 3992 1.2527 2 FAT
146 162 -1 4037 1.2670 2 FAT
146 163 -1 5233 1.2794 0 FAT
146 164 -1 5604 1.2848 0 FAT
146 165 -1 4499 1.2736 0 FAT
146 166 -1 4002 1.2684 2 FAT
146 167 -1 2295 1.2461 2 FAT
146 168 -1 3381 1.2602 2 FAT
146 169 -1 5355 1.2883 0 FAT
146 170 -1 6911 1.3032 0 FAT
146 171 -1 5456 1.2918 0 FAT
146 172 -1 4012 1.2716 2 FAT
146 173 -1 2899 1.2550 2 FAT
146 174 -1 1455 1.2206 2 FAT
146 175 -1 1455 1.2206 2 FAT
146 176 -1 870 1.2207 2 FAT
146 177 -1 870 1.2207 2 FAT
146 178 -1 870 1.2207 2 FAT
146 179 -1 1192 1.2208 2 FAT
146 180 -1 1369 1.2211 2 FAT
146 181 -1 2318 1.2533 2 FAT
146 182 -1 3441 1.2750 2 FAT
146 183 -1 3510 1.2768 2 FAT
146 184 -1 4858 1.2909 0 FAT
146 185 -1 6182 1.3058 0 FAT
146 186 -1 7149 1.3104 0 FAT
146 187 -1 8651 1.3247 0 FAT
146 188 -1 8651 1.3247 0 FAT
146 189 -1 8651 1.3247 0 FAT
146 190 -1 7525 1.3147 0 FAT
146 191 -1 6246 1.3039 0 FAT
146 192 -1 6946 1.2938 0 FAT
146 193 -1 6436 1.3004 0 FAT
146 194 -1 7455 1.3059 0 FAT
146 195 -1 8635 1.3151 0 FAT
146 196 -1 8503 1.3123 0 FAT
146 197 -1 7506 1.3087 0 FAT
146 198 -1 7506 1.3087 0 FAT
146 199 -1 5784 1.2909 0 FAT
146 200 -1 5855 1.2813 0 FAT
146 201 -1 5521 1.2722 0 FAT
146 202 -1 6314 1.2886 0 FAT
146 203 -1 4821 1.2963 0 FAT
146 204 -1 4821 1.2963 0 FAT
146 205 -1 5426 1.2964 0 FAT
146 206 -1 7173 1.3130 0 FAT
146 207 -1 8495 1.3247 0 FAT
146 208 -1 8495 1.3247 0 FAT
146 209 -1 11452 1.3389 0 FAT
146 210 -1 11992 1.3426 0 FAT
146 211 -1 13285 1.3464 0 FAT
146 212 -1 13105 1.3470 0 FAT
146 213 -1 13817 1.3472 0 FAT
146 214 -1 14644 1.3548 0 FAT
# row j=146 L=0.405556 n=215 KILL=0 CYCLE=8 FAT=207 CAP=0 certified=8 lambda[1.0365,1.3548]
147 0 -1 16536 1.3609 0 FAT
147 1 -1 15360 1.3553 0 FAT
147 2 -1 15438 1.3552 0 FAT
147 3 -1 14907 1.3543 0 FAT
147 4 -1 11992 1.3426 0 FAT
147 5 -1 11452 1.3389 0 FAT
147 6 -1 8495 1.3247 0 FAT
147 7 -1 8495 1.3247 0 FAT
147 8 -1 7173 1.3130 0 FAT
147 9 -1 5426 1.2964 0 FAT
147 10 -1 4821 1.2963 0 FAT
147 11 -1 8293 1.3075 0 FAT
147 12 -1 8051 1.3027 0 FAT
147 13 -1 7488 1.2975 0 FAT
147 14 -1 7769 1.2967 0 FAT
147 15 -1 7506 1.3087 0 FAT
147 16 -1 7506 1.3087 0 FAT
147 17 -1 10143 1.3240 0 FAT
147 18 -1 10956 1.3287 0 FAT
147 19 -1 9308 1.3208 0 FAT
147 20 -1 7455 1.3059 0 FAT
147 21 -1 9434 1.3163 0 FAT
147 22 -1 9244 1.3128 0 FAT
147 23 -1 7525 1.3147 0 FAT
147 24 -1 8651 1.3247 0 FAT
147 25 -1 8651 1.3247 0 FAT
147 26 -1 8651 1.3247 0 FAT
147 27 -1 8651 1.3247 0 FAT
147 28 -1 7149 1.3104 0 FAT
147 29 -1 6182 1.3058 0 FAT
147 30 -1 4858 1.2909 0 FAT
147 31 -1 3510 1.2768 2 FAT
147 32 -1 3441 1.2750 2 FAT
147 33 -1 2318 1.2533 2 FAT
147 34 -1 1369 1.2211 2 FAT
147 35 -1 1192 1.2208 2 FAT
147 36 -1 1192 1.2208 2 FAT
147 37 -1 870 1.2207 2 FAT
147 38 -1 1455 1.2206 2 FAT
147 39 -1 1455 1.2206 2 FAT
147 40 -1 2899 1.2550 2 FAT
147 41 -1 4012 1.2716 2 FAT
147 42 -1 5456 1.2918 0 FAT
147 43 -1 6911 1.3032 0 FAT
147 44 -1 6977 1.3043 0 FAT
147 45 -1 5355 1.2883 0 FAT
147 46 -1 3381 1.2602 2 FAT
147 47 -1 4002 1.2684 2 FAT
147 48 -1 4705 1.2774 0 FAT
147 49 -1 7328 1.3009 0 FAT
147 50 -1 7308 1.3025 0 FAT
147 51 -1 5233 1.2794 0 FAT
147 52 -1 6127 1.2853 0 FAT
147 53 -1 5837 1.2851 0 FAT
147 54 -1 4274 1.2784 0 FAT
147 55 -1 4274 1.2784 0 FAT
147 56 -1 4274 1.2784 0 FAT
147 57 -1 3205 1.2650 2 FAT
147 58 -1 4603 1.2723 0 FAT
147 59 -1 2830 1.2336 2 FAT
147 60 -1 2527 1.2123 2 FAT
147 61 -1 4038 1.2619 2 FAT
147 62 -1 2001 1.2534 2 FAT
147 63 -1 2379 1.2638 2 FAT
147 64 -1 2379 1.2638 2 FAT
147 65 -1 2919 1.2639 2 FAT
147 66 -1 4258 1.2902 0 FAT
147 67 -1 4734 1.2941 0 FAT
147 68 -1 5928 1.3085 0 FAT
147 69 -1 7739 1.3247 0 FAT
147 70 -1 7739 1.3247 0 FAT
147 71 -1 7739 1.3247 0 FAT
147 72 -1 7739 1.3247 0 FAT
147 73 -1 7739 1.3247 0 FAT
147 74 -1 7739 1.3247 0 FAT
147 75 -1 7739 1.3247 0 FAT
147 76 -1 7206 1.3199 0 FAT
147 77 -1 5873 1.3067 0 FAT
147 78 -1 4328 1.2940 0 FAT
147 79 -1 4328 1.2940 0 FAT
147 80 -1 3183 1.2747 2 FAT
147 81 -1 2549 1.2623 2 FAT
147 82 -1 1640 1.2364 2 FAT
147 83 -1 1405 1.2366 2 FAT
147 84 -1 1188 1.2367 2 FAT
147 85 -1 1188 1.2367 2 FAT
147 86 -1 1188 1.2367 2 FAT
147 87 -1 1188 1.2367 2 FAT
147 88 -1 1188 1.2367 2 FAT
147 89 -1 972 1.2240 2 FAT
147 90 -1 530 1.1907 2 FAT
147 91 -1 438 1.1903 2 FAT
147 92 -1 438 1.1903 2 FAT
147 93 -1 438 1.1903 2 FAT
147 94 -1 234 1.1621 2 FAT
147 95 -1 162 1.1421 2 FAT
147 96 -1 561 1.1367 2 FAT
147 97 -1 318 1.0945 2 FAT
147 98 -1 112 1.0410 2 FAT
147 99 -1 87 1.0394 2 FAT
147 100 -1 87 1.0394 2 FAT
147 101 -1 87 1.0394 2 FAT
147 102 -1 135 1.0428 2 FAT
147 103 -1 60 1.0379 2 FAT
147 104 -1 60 1.0379 2 FAT
147 105 -1 60 1.0379 2 FAT
147 106 -1 60 1.0379 2 FAT
147 107 -1 60 1.0379 2 FAT
147 108 -1 60 1.0379 2 FAT
147 109 -1 60 1.0379 2 FAT
147 110 -1 60 1.0379 2 FAT
147 111 -1 135 1.0428 2 FAT
147 112 -1 87 1.0394 2 FAT
147 113 -1 87 1.0394 2 FAT
147 114 -1 87 1.0394 2 FAT
147 115 -1 112 1.0410 2 FAT
147 116 -1 318 1.0945 2 FAT
147 117 -1 561 1.1367 2 FAT
147 118 -1 162 1.1421 2 FAT
147 119 -1 234 1.1621 2 FAT
147 120 -1 438 1.1903 2 FAT
147 121 -1 438 1.1903 2 FAT
147 122 -1 438 1.1903 2 FAT
147 123 -1 530 1.1907 2 FAT
147 124 -1 972 1.2240 2 FAT
147 125 -1 1188 1.2367 2 FAT
147 126 -1 1188 1.2367 2 FAT
147 127 -1 1188 1.2367 2 FAT
147 128 -1 1188 1.2367 2 FAT
147 129 -1 1188 1.2367 2 FAT
147 130 -1 1405 1.2366 2 FAT
147 131 -1 1640 1.2364 2 FAT
147 132 -1 2549 1.2623 2 FAT
147 133 -1 3183 1.2747 2 FAT
147 134 -1 4328 1.2940 0 FAT
147 135 -1 4328 1.2940 0 FAT
147 136 -1 5873 1.3067 0 FAT
147 137 -1 7206 1.3199 0 FAT
147 138 -1 7739 1.3247 0 FAT
147 139 -1 7739 1.3247 0 FAT
147 140 -1 7739 1.3247 0 FAT
147 141 -1 7739 1.3247 0 FAT
147 142 -1 7739 1.3247 0 FAT
147 143 -1 7739 1.3247 0 FAT
147 144 -1 7739 1.3247 0 FAT
147 145 -1 5928 1.3085 0 FAT
147 146 -1 4734 1.2941 0 FAT
147 147 -1 4258 1.2902 0 FAT
147 148 -1 2919 1.2639 2 FAT
147 149 -1 2379 1.2638 2 FAT
147 150 -1 2379 1.2638 2 FAT
147 151 -1 2001 1.2534 2 FAT
147 152 -1 4038 1.2619 2 FAT
147 153 -1 2527 1.2123 2 FAT
147 154 -1 2830 1.2336 2 FAT
147 155 -1 4603 1.2723 0 FAT
147 156 -1 3205 1.2650 2 FAT
147 157 -1 4274 1.2784 0 FAT
147 158 -1 4274 1.2784 0 FAT
147 159 -1 4274 1.2784 0 FAT
147 160 -1 5837 1.2851 0 FAT
147 161 -1 6127 1.2853 0 FAT
147 162 -1 5233 1.2794 0 FAT
147 163 -1 7308 1.3025 0 FAT
147 164 -1 7328 1.3009 0 FAT
147 165 -1 4705 1.2774 0 FAT
147 166 -1 4002 1.2684 2 FAT
147 167 -1 3381 1.2602 2 FAT
147 168 -1 5355 1.2883 0 FAT
147 169 -1 6977 1.3043 0 FAT
147 170 -1 6911 1.3032 0 FAT
147 171 -1 5456 1.2918 0 FAT
147 172 -1 4012 1.2716 2 FAT
147 173 -1 2899 1.2550 2 FAT
147 174 -1 1455 1.2206 2 FAT
147 175 -1 1455 1.2206 2 FAT
147 176 -1 870 1.2207 2 FAT
147 177 -1 1192 1.2208 2 FAT
147 178 -1 1192 1.2208 2 FAT
147 179 -1 1369 1.2211 2 FAT
147 180 -1 2318 1.2533 2 FAT
147 181 -1 3441 1.2750 2 FAT
147 182 -1 3510 1.2768 2 FAT
147 183 -1 4858 1.2909 0 FAT
147 184 -1 6182 1.3058 0 FAT
147 185 -1 7149 1.3104 0 FAT
147 186 -1 8651 1.3247 0 FAT
147 187 -1 8651 1.3247 0 FAT
147 188 -1 8651 1.3247 0 FAT
147 189 -1 8651 1.3247 0 FAT
147 190 -1 7525 1.3147 0 FAT
147 191 -1 9244 1.3128 0 FAT
147 192 -1 9434 1.3163 0 FAT
147 193 -1 7455 1.3059 0 FAT
147 194 -1 9308 1.3208 0 FAT
147 195 -1 10956 1.3287 0 FAT
147 196 -1 10143 1.3240 0 FAT
147 197 -1 7506 1.3087 0 FAT
147 198 -1 7506 1.3087 0 FAT
147 199 -1 7769 1.2967 0 FAT
147 200 -1 7488 1.2975 0 FAT
147 201 -1 8051 1.3027 0 FAT
147 202 -1 8293 1.3075 0 FAT
147 203 -1 4821 1.2963 0 FAT
147 204 -1 5426 1.2964 0 FAT
147 205 -1 7173 1.3130 0 FAT
147 206 -1 8495 1.3247 0 FAT
147 207 -1 8495 1.3247 0 FAT
147 208 -1 11452 1.3389 0 FAT
147 209 -1 11992 1.3426 0 FAT
147 210 -1 14907 1.3543 0 FAT
147 211 -1 15438 1.3552 0 FAT
147 212 -1 15360 1.3553 0 FAT
147 213 -1 16536 1.3609 0 FAT
# row j=147 L=0.408333 n=214 KILL=0 CYCLE=0 FAT=214 CAP=0 certified=0 lambda[1.0379,1.3609]
148 0 -1 18119 1.3675 0 FAT
148 1 -1 17938 1.3633 0 FAT
148 2 -1 17158 1.3623 0 FAT
148 3 -1 14907 1.3543 0 FAT
148 4 -1 11992 1.3426 0 FAT
148 5 -1 11452 1.3389 0 FAT
148 6 -1 9171 1.3247 0 FAT
148 7 -1 8495 1.3247 0 FAT
148 8 -1 7173 1.3130 0 FAT
148 9 -1 5426 1.2964 0 FAT
148 10 -1 8293 1.3075 0 FAT
148 11 -1 10208 1.3191 0 FAT
148 12 -1 10136 1.3200 0 FAT
148 13 -1 9681 1.3113 0 FAT
148 14 -1 10091 1.3160 0 FAT
148 15 -1 7506 1.3087 0 FAT
148 16 -1 10143 1.3240 0 FAT
148 17 -1 12754 1.3384 0 FAT
148 18 -1 11669 1.3335 0 FAT
148 19 -1 9308 1.3208 0 FAT
148 20 -1 10942 1.3226 0 FAT
148 21 -1 11908 1.3307 0 FAT
148 22 -1 11276 1.3247 0 FAT
148 23 -1 8651 1.3247 0 FAT
148 24 -1 8651 1.3247 0 FAT
148 25 -1 8651 1.3247 0 FAT
148 26 -1 8651 1.3247 0 FAT
148 27 -1 8651 1.3247 0 FAT
148 28 -1 7149 1.3104 0 FAT
148 29 -1 6182 1.3058 0 FAT
148 30 -1 4858 1.2909 0 FAT
148 31 -1 3510 1.2768 2 FAT
148 32 -1 3441 1.2750 2 FAT
148 33 -1 2318 1.2533 2 FAT
148 34 -1 1369 1.2211 2 FAT
148 35 -1 1192 1.2208 2 FAT
148 36 -1 1192 1.2208 2 FAT
148 37 -1 1455 1.2206 2 FAT
148 38 -1 1455 1.2206 2 FAT
148 39 -1 2899 1.2550 2 FAT
148 40 -1 4012 1.2716 2 FAT
148 41 -1 5456 1.2918 0 FAT
148 42 -1 6911 1.3032 0 FAT
148 43 -1 6977 1.3043 0 FAT
148 44 -1 6977 1.3043 0 FAT
148 45 -1 5355 1.2883 0 FAT
148 46 -1 6274 1.2849 0 FAT
148 47 -1 4705 1.2774 0 FAT
148 48 -1 7556 1.3034 0 FAT
148 49 -1 9236 1.3161 0 FAT
148 50 -1 7308 1.3025 0 FAT
148 51 -1 7791 1.2976 0 FAT
148 52 -1 8066 1.3065 0 FAT
148 53 -1 5837 1.2851 0 FAT
148 54 -1 4274 1.2784 0 FAT
148 55 -1 4274 1.2784 0 FAT
148 56 -1 4274 1.2784 0 FAT
148 57 -1 5530 1.2823 0 FAT
148 58 -1 4888 1.2742 0 FAT
148 59 -1 4486 1.2509 0 FAT
148 60 -1 4510 1.2661 0 FAT
148 61 -1 6028 1.2859 0 FAT
148 62 -1 4765 1.2659 0 FAT
148 63 -1 2379 1.2638 2 FAT
148 64 -1 2919 1.2639 2 FAT
148 65 -1 4258 1.2902 0 FAT
148 66 -1 4734 1.2941 0 FAT
148 67 -1 5928 1.3085 0 FAT
148 68 -1 7739 1.3247 0 FAT
148 69 -1 7739 1.3247 0 FAT
148 70 -1 7739 1.3247 0 FAT
148 71 -1 7739 1.3247 0 FAT
148 72 -1 7739 1.3247 0 FAT
148 73 -1 7739 1.3247 0 FAT
148 74 -1 7739 1.3247 0 FAT
148 75 -1 7739 1.3247 0 FAT
148 76 -1 7206 1.3199 0 FAT
148 77 -1 5873 1.3067 0 FAT
148 78 -1 4328 1.2940 0 FAT
148 79 -1 4328 1.2940 0 FAT
148 80 -1 3183 1.2747 2 FAT
148 81 -1 2549 1.2623 2 FAT
148 82 -1 1640 1.2364 2 FAT
148 83 -1 1405 1.2366 2 FAT
148 84 -1 1188 1.2367 2 FAT
148 85 -1 1188 1.2367 2 FAT
148 86 -1 1188 1.2367 2 FAT
148 87 -1 1188 1.2367 2 FAT
148 88 -1 1188 1.2367 2 FAT
148 89 -1 972 1.2240 2 FAT
148 90 -1 530 1.1907 2 FAT
148 91 -1 492 1.1903 2 FAT
148 92 -1 438 1.1903 2 FAT
148 93 -1 438 1.1903 2 FAT
148 94 -1 729 1.1621 2 FAT
148 95 -1 1921 1.2227 2 FAT
148 96 -1 1125 1.1771 2 FAT
148 97 -1 318 1.0945 2 FAT
148 98 -1 416 1.1137 2 FAT
148 99 -1 87 1.0394 2 FAT
148 100 -1 87 1.0394 2 FAT
148 101 -1 358 1.1037 2 FAT
148 102 -1 445 1.1195 2 FAT
148 103 -1 60 1.0379 2 FAT
148 104 -1 60 1.0379 2 FAT
148 105 -1 60 1.0379 2 FAT
148 106 -1 60 1.0379 2 FAT
148 107 -1 60 1.0379 2 FAT
148 108 -1 60 1.0379 2 FAT
148 109 -1 60 1.0379 2 FAT
148 110 -1 445 1.1195 2 FAT
148 111 -1 358 1.1037 2 FAT
148 112 -1 87 1.0394 2 FAT
148 113 -1 87 1.0394 2 FAT
148 114 -1 416 1.1137 2 FAT
148 115 -1 318 1.0945 2 FAT
148 116 -1 1125 1.1771 2 FAT
148 117 -1 1921 1.2227 2 FAT
148 118 -1 729 1.1621 2 FAT
148 119 -1 438 1.1903 2 FAT
148 120 -1 438 1.1903 2 FAT
148 121 -1 492 1.1903 2 FAT
148 122 -1 530 1.1907 2 FAT
148 123 -1 972 1.2240 2 FAT
148 124 -1 1188 1.2367 2 FAT
148 125 -1 1188 1.2367 2 FAT
148 126 -1 1188 1.2367 2 FAT
148 127 -1 1188 1.2367 2 FAT
148 128 -1 1188 1.2367 2 FAT
148 129 -1 1405 1.2366 2 FAT
148 130 -1 1640 1.2364 2 FAT
148 131 -1 2549 1.2623 2 FAT
148 132 -1 3183 1.2747 2 FAT
148 133 -1 4328 1.2940 0 FAT
148 134 -1 4328 1.2940 0 FAT
148 135 -1 5873 1.3067 0 FAT
148 136 -1 7206 1.3199 0 FAT
148 137 -1 7739 1.3247 0 FAT
148 138 -1 7739 1.3247 0 FAT
148 139 -1 7739 1.3247 0 FAT
148 140 -1 7739 1.3247 0 FAT
148 141 -1 7739 1.3247 0 FAT
148 142 -1 7739 1.3247 0 FAT
148 143 -1 7739 1.3247 0 FAT
148 144 -1 7739 1.3247 0 FAT
148 145 -1 5928 1.3085 0 FAT
148 146 -1 4734 1.2941 0 FAT
148 147 -1 4258 1.2902 0 FAT
148 148 -1 2919 1.2639 2 FAT
148 149 -1 2379 1.2638 2 FAT
148 150 -1 4765 1.2659 0 FAT
148 151 -1 6028 1.2859 0 FAT
148 152 -1 4510 1.2661 0 FAT
148 153 -1 4486 1.2509 0 FAT
148 154 -1 4888 1.2742 0 FAT
148 155 -1 5530 1.2823 0 FAT
148 156 -1 4274 1.2784 0 FAT
148 157 -1 4274 1.2784 0 FAT
148 158 -1 4274 1.2784 0 FAT
148 159 -1 5837 1.2851 0 FAT
148 160 -1 8066 1.3065 0 FAT
148 161 -1 7791 1.2976 0 FAT
148 162 -1 7308 1.3025 0 FAT
148 163 -1 9236 1.3161 0 FAT
148 164 -1 7556 1.3034 0 FAT
148 165 -1 4705 1.2774 0 FAT
148 166 -1 6274 1.2849 0 FAT
148 167 -1 5355 1.2883 0 FAT
148 168 -1 6977 1.3043 0 FAT
148 169 -1 6977 1.3043 0 FAT
148 170 -1 6911 1.3032 0 FAT
148 171 -1 5456 1.2918 0 FAT
148 172 -1 4012 1.2716 2 FAT
148 173 -1 2899 1.2550 2 FAT
148 174 -1 1455 1.2206 2 FAT
148 175 -1 1455 1.2206 2 FAT
148 176 -1 1192 1.2208 2 FAT
148 177 -1 1192 1.2208 2 FAT
148 178 -1 1369 1.2211 2 FAT
148 179 -1 2318 1.2533 2 FAT
148 180 -1 3441 1.2750 2 FAT
148 181 -1 3510 1.2768 2 FAT
148 182 -1 4858 1.2909 0 FAT
148 183 -1 6182 1.3058 0 FAT
148 184 -1 7149 1.3104 0 FAT
148 185 -1 8651 1.3247 0 FAT
148 186 -1 8651 1.3247 0 FAT
148 187 -1 8651 1.3247 0 FAT
148 188 -1 8651 1.3247 0 FAT
148 189 -1 8651 1.3247 0 FAT
148 190 -1 11276 1.3247 0 FAT
148 191 -1 11908 1.3307 0 FAT
148 192 -1 10942 1.3226 0 FAT
148 193 -1 9308 1.3208 0 FAT
148 194 -1 11669 1.3335 0 FAT
148 195 -1 12754 1.3384 0 FAT
148 196 -1 10143 1.3240 0 FAT
148 197 -1 7506 1.3087 0 FAT
148 198 -1 10091 1.3160 0 FAT
148 199 -1 9681 1.3113 0 FAT
148 200 -1 10136 1.3200 0 FAT
148 201 -1 10208 1.3191 0 FAT
148 202 -1 8293 1.3075 0 FAT
148 203 -1 5426 1.2964 0 FAT
148 204 -1 7173 1.3130 0 FAT
148 205 -1 8495 1.3247 0 FAT
148 206 -1 9171 1.3247 0 FAT
148 207 -1 11452 1.3389 0 FAT
148 208 -1 11992 1.3426 0 FAT
148 209 -1 14907 1.3543 0 FAT
148 210 -1 17158 1.3623 0 FAT
148 211 -1 17938 1.3633 0 FAT
148 212 -1 18119 1.3675 0 FAT
# row j=148 L=0.411111 n=213 KILL=0 CYCLE=0 FAT=213 CAP=0 certified=0 lambda[1.0379,1.3675]
149 0 -1 20899 0.0000 0 CAP
149 1 -1 19752 1.3700 0 FAT
149 2 -1 17158 1.3623 0 FAT
149 3 -1 14907 1.3543 0 FAT
149 4 -1 11992 1.3426 0 FAT
149 5 -1 11452 1.3389 0 FAT
149 6 -1 9171 1.3247 0 FAT
149 7 -1 8495 1.3247 0 FAT
149 8 -1 7173 1.3130 0 FAT
149 9 -1 9946 1.3091 0 FAT
149 10 -1 10208 1.3191 0 FAT
149 11 -1 12377 1.3329 0 FAT
149 12 -1 12637 1.3316 0 FAT
149 13 -1 12171 1.3276 0 FAT
149 14 -1 10091 1.3160 0 FAT
149 15 -1 10143 1.3240 0 FAT
149 16 -1 12754 1.3384 0 FAT
149 17 -1 13489 1.3426 0 FAT
149 18 -1 11669 1.3335 0 FAT
149 19 -1 13246 1.3367 0 FAT
149 20 -1 13658 1.3368 0 FAT
149 21 -1 14144 1.3405 0 FAT
149 22 -1 12940 1.3357 0 FAT
149 23 -1 8651 1.3247 0 FAT
149 24 -1 8651 1.3247 0 FAT
149 25 -1 8651 1.3247 0 FAT
149 26 -1 8651 1.3247 0 FAT
149 27 -1 8651 1.3247 0 FAT
149 28 -1 7149 1.3104 0 FAT
149 29 -1 6182 1.3058 0 FAT
149 30 -1 4858 1.2909 0 FAT
149 31 -1 3510 1.2768 2 FAT
149 32 -1 3441 1.2750 2 FAT
149 33 -1 2318 1.2533 2 FAT
149 34 -1 1369 1.2211 2 FAT
149 35 -1 2287 1.2208 2 FAT
149 36 -1 2640 1.2220 2 FAT
149 37 -1 1455 1.2206 2 FAT
149 38 -1 2899 1.2550 2 FAT
149 39 -1 4012 1.2716 2 FAT
149 40 -1 5456 1.2918 0 FAT
149 41 -1 6911 1.3032 0 FAT
149 42 -1 6977 1.3043 0 FAT
149 43 -1 6977 1.3043 0 FAT
149 44 -1 8137 1.3044 0 FAT
149 45 -1 9305 1.3116 0 FAT
149 46 -1 6922 1.2938 0 FAT
149 47 -1 9065 1.3059 0 FAT
149 48 -1 9470 1.3181 0 FAT
149 49 -1 9236 1.3161 0 FAT
149 50 -1 10363 1.3183 0 FAT
149 51 -1 9918 1.3165 0 FAT
149 52 -1 8066 1.3065 0 FAT
149 53 -1 5837 1.2851 0 FAT
149 54 -1 4274 1.2784 0 FAT
149 55 -1 4274 1.2784 0 FAT
149 56 -1 7446 1.2976 0 FAT
149 57 -1 5843 1.2845 0 FAT
149 58 -1 7198 1.2892 0 FAT
149 59 -1 6803 1.2883 0 FAT
149 60 -1 6634 1.2899 0 FAT
149 61 -1 7203 1.2976 0 FAT
149 62 -1 4765 1.2659 0 FAT
149 63 -1 2919 1.2639 2 FAT
149 64 -1 4258 1.2902 0 FAT
149 65 -1 4734 1.2941 0 FAT
149 66 -1 5928 1.3085 0 FAT
149 67 -1 7739 1.3247 0 FAT
149 68 -1 7739 1.3247 0 FAT
