# X2 (y-model)  G=360  L=j/G  depth=30 cap=20000
# j i kill comps lambda maxoutdeg verdict
149 69 -1 7739 1.3247 0 FAT
149 70 -1 7739 1.3247 0 FAT
149 71 -1 7739 1.3247 0 FAT
149 72 -1 7739 1.3247 0 FAT
149 73 -1 7739 1.3247 0 FAT
149 74 -1 7739 1.3247 0 FAT
149 75 -1 7739 1.3247 0 FAT
149 76 -1 7206 1.3199 0 FAT
149 77 -1 5873 1.3067 0 FAT
149 78 -1 4328 1.2940 0 FAT
149 79 -1 4328 1.2940 0 FAT
149 80 -1 3253 1.2745 2 FAT
149 81 -1 2549 1.2623 2 FAT
149 82 -1 1640 1.2364 2 FAT
149 83 -1 1405 1.2366 2 FAT
149 84 -1 1405 1.2366 2 FAT
149 85 -1 1188 1.2367 2 FAT
149 86 -1 1188 1.2367 2 FAT
149 87 -1 1188 1.2367 2 FAT
149 88 -1 1188 1.2367 2 FAT
149 89 -1 972 1.2240 2 FAT
149 90 -1 530 1.1907 2 FAT
149 91 -1 492 1.1903 2 FAT
149 92 -1 1179 1.1906 2 FAT
149 93 -1 2360 1.2290 2 FAT
149 94 -1 2567 1.2395 2 FAT
149 95 -1 2789 1.2425 2 FAT
149 96 -1 1125 1.1771 2 FAT
149 97 -1 897 1.1554 2 FAT
149 98 -1 416 1.1137 2 FAT
149 99 -1 87 1.0394 2 FAT
149 100 -1 358 1.1037 2 FAT
149 101 -1 804 1.1548 2 FAT
149 102 -1 445 1.1195 2 FAT
149 103 -1 112 1.0410 2 FAT
149 104 -1 60 1.0379 2 FAT
149 105 -1 60 1.0379 2 FAT
149 106 -1 60 1.0379 2 FAT
149 107 -1 60 1.0379 2 FAT
149 108 -1 112 1.0410 2 FAT
149 109 -1 445 1.1195 2 FAT
149 110 -1 804 1.1548 2 FAT
149 111 -1 358 1.1037 2 FAT
149 112 -1 87 1.0394 2 FAT
149 113 -1 416 1.1137 2 FAT
149 114 -1 897 1.1554 2 FAT
149 115 -1 1125 1.1771 2 FAT
149 116 -1 2789 1.2425 2 FAT
149 117 -1 2567 1.2395 2 FAT
149 118 -1 2360 1.2290 2 FAT
149 119 -1 1179 1.1906 2 FAT
149 120 -1 492 1.1903 2 FAT
149 121 -1 530 1.1907 2 FAT
149 122 -1 972 1.2240 2 FAT
149 123 -1 1188 1.2367 2 FAT
149 124 -1 1188 1.2367 2 FAT
149 125 -1 1188 1.2367 2 FAT
149 126 -1 1188 1.2367 2 FAT
149 127 -1 1405 1.2366 2 FAT
149 128 -1 1405 1.2366 2 FAT
149 129 -1 1640 1.2364 2 FAT
149 130 -1 2549 1.2623 2 FAT
149 131 -1 3253 1.2745 2 FAT
149 132 -1 4328 1.2940 0 FAT
149 133 -1 4328 1.2940 0 FAT
149 134 -1 5873 1.3067 0 FAT
149 135 -1 7206 1.3199 0 FAT
149 136 -1 7739 1.3247 0 FAT
149 137 -1 7739 1.3247 0 FAT
149 138 -1 7739 1.3247 0 FAT
149 139 -1 7739 1.3247 0 FAT
149 140 -1 7739 1.3247 0 FAT
149 141 -1 7739 1.3247 0 FAT
149 142 -1 7739 1.3247 0 FAT
149 143 -1 7739 1.3247 0 FAT
149 144 -1 7739 1.3247 0 FAT
149 145 -1 5928 1.3085 0 FAT
149 146 -1 4734 1.2941 0 FAT
149 147 -1 4258 1.2902 0 FAT
149 148 -1 2919 1.2639 2 FAT
149 149 -1 4765 1.2659 0 FAT
149 150 -1 7203 1.2976 0 FAT
149 151 -1 6634 1.2899 0 FAT
149 152 -1 6803 1.2883 0 FAT
149 153 -1 7198 1.2892 0 FAT
149 154 -1 5843 1.2845 0 FAT
149 155 -1 7446 1.2976 0 FAT
149 156 -1 4274 1.2784 0 FAT
149 157 -1 4274 1.2784 0 FAT
149 158 -1 5837 1.2851 0 FAT
149 159 -1 8066 1.3065 0 FAT
149 160 -1 9918 1.3165 0 FAT
149 161 -1 10363 1.3183 0 FAT
149 162 -1 9236 1.3161 0 FAT
149 163 -1 9470 1.3181 0 FAT
149 164 -1 9065 1.3059 0 FAT
149 165 -1 6922 1.2938 0 FAT
149 166 -1 9305 1.3116 0 FAT
149 167 -1 8137 1.3044 0 FAT
149 168 -1 6977 1.3043 0 FAT
149 169 -1 6977 1.3043 0 FAT
149 170 -1 6911 1.3032 0 FAT
149 171 -1 5456 1.2918 0 FAT
149 172 -1 4012 1.2716 2 FAT
149 173 -1 2899 1.2550 2 FAT
149 174 -1 1455 1.2206 2 FAT
149 175 -1 2640 1.2220 2 FAT
149 176 -1 2287 1.2208 2 FAT
149 177 -1 1369 1.2211 2 FAT
149 178 -1 2318 1.2533 2 FAT
149 179 -1 3441 1.2750 2 FAT
149 180 -1 3510 1.2768 2 FAT
149 181 -1 4858 1.2909 0 FAT
149 182 -1 6182 1.3058 0 FAT
149 183 -1 7149 1.3104 0 FAT
149 184 -1 8651 1.3247 0 FAT
149 185 -1 8651 1.3247 0 FAT
149 186 -1 8651 1.3247 0 FAT
149 187 -1 8651 1.3247 0 FAT
149 188 -1 8651 1.3247 0 FAT
149 189 -1 12940 1.3357 0 FAT
149 190 -1 14144 1.3405 0 FAT
149 191 -1 13658 1.3368 0 FAT
149 192 -1 13246 1.3367 0 FAT
149 193 -1 11669 1.3335 0 FAT
149 194 -1 13489 1.3426 0 FAT
149 195 -1 12754 1.3384 0 FAT
149 196 -1 10143 1.3240 0 FAT
149 197 -1 10091 1.3160 0 FAT
149 198 -1 12171 1.3276 0 FAT
149 199 -1 12637 1.3316 0 FAT
149 200 -1 12377 1.3329 0 FAT
149 201 -1 10208 1.3191 0 FAT
149 202 -1 9946 1.3091 0 FAT
149 203 -1 7173 1.3130 0 FAT
149 204 -1 8495 1.3247 0 FAT
149 205 -1 9171 1.3247 0 FAT
149 206 -1 11452 1.3389 0 FAT
149 207 -1 11992 1.3426 0 FAT
149 208 -1 14907 1.3543 0 FAT
149 209 -1 17158 1.3623 0 FAT
149 210 -1 19752 1.3700 0 FAT
149 211 -1 20899 0.0000 0 CAP
# row j=149 L=0.413889 n=212 KILL=0 CYCLE=0 FAT=210 CAP=2 certified=0 lambda[1.0379,1.3700]
150 0 -1 22765 0.0000 0 CAP
150 1 -1 19752 1.3700 0 FAT
150 2 -1 17158 1.3623 0 FAT
150 3 -1 14907 1.3543 0 FAT
150 4 -1 12622 1.3426 0 FAT
150 5 -1 11452 1.3389 0 FAT
150 6 -1 9171 1.3247 0 FAT
150 7 -1 12578 1.3249 0 FAT
150 8 -1 13397 1.3297 0 FAT
150 9 -1 12330 1.3221 0 FAT
150 10 -1 12377 1.3329 0 FAT
150 11 -1 15107 1.3432 0 FAT
150 12 -1 15285 1.3441 0 FAT
150 13 -1 12171 1.3276 0 FAT
150 14 -1 13822 1.3325 0 FAT
150 15 -1 12754 1.3384 0 FAT
150 16 -1 13489 1.3426 0 FAT
150 17 -1 13489 1.3426 0 FAT
150 18 -1 16271 1.3489 0 FAT
150 19 -1 16078 1.3486 0 FAT
150 20 -1 16131 1.3462 0 FAT
150 21 -1 15880 1.3494 0 FAT
150 22 -1 12940 1.3357 0 FAT
150 23 -1 8651 1.3247 0 FAT
150 24 -1 8651 1.3247 0 FAT
150 25 -1 8651 1.3247 0 FAT
150 26 -1 8651 1.3247 0 FAT
150 27 -1 8651 1.3247 0 FAT
150 28 -1 7149 1.3104 0 FAT
150 29 -1 6182 1.3058 0 FAT
150 30 -1 4858 1.2909 0 FAT
150 31 -1 3510 1.2768 2 FAT
150 32 -1 3441 1.2750 2 FAT
150 33 -1 2318 1.2533 2 FAT
150 34 -1 3029 1.2224 2 FAT
150 35 -1 2640 1.2220 2 FAT
150 36 -1 3490 1.2254 2 FAT
150 37 -1 2899 1.2550 2 FAT
150 38 -1 4012 1.2716 2 FAT
150 39 -1 5456 1.2918 0 FAT
150 40 -1 6911 1.3032 0 FAT
150 41 -1 6977 1.3043 0 FAT
150 42 -1 6977 1.3043 0 FAT
150 43 -1 8137 1.3044 0 FAT
150 44 -1 11704 1.3263 0 FAT
150 45 -1 10937 1.3182 0 FAT
150 46 -1 10705 1.3191 0 FAT
150 47 -1 11397 1.3220 0 FAT
150 48 -1 9470 1.3181 0 FAT
150 49 -1 12841 1.3312 0 FAT
150 50 -1 12596 1.3328 0 FAT
150 51 -1 9918 1.3165 0 FAT
150 52 -1 8066 1.3065 0 FAT
150 53 -1 5837 1.2851 0 FAT
150 54 -1 4274 1.2784 0 FAT
150 55 -1 7446 1.2976 0 FAT
150 56 -1 7827 1.2998 0 FAT
150 57 -1 8416 1.2993 0 FAT
150 58 -1 9553 1.3125 0 FAT
150 59 -1 9431 1.3083 0 FAT
150 60 -1 7871 1.3014 0 FAT
150 61 -1 7203 1.2976 0 FAT
150 62 -1 7148 1.2735 0 FAT
150 63 -1 8503 1.2982 0 FAT
150 64 -1 4734 1.2941 0 FAT
150 65 -1 5928 1.3085 0 FAT
150 66 -1 7739 1.3247 0 FAT
150 67 -1 7739 1.3247 0 FAT
150 68 -1 7739 1.3247 0 FAT
150 69 -1 7739 1.3247 0 FAT
150 70 -1 7739 1.3247 0 FAT
150 71 -1 7739 1.3247 0 FAT
150 72 -1 7739 1.3247 0 FAT
150 73 -1 7739 1.3247 0 FAT
150 74 -1 7739 1.3247 0 FAT
150 75 -1 7739 1.3247 0 FAT
150 76 -1 7206 1.3199 0 FAT
150 77 -1 5873 1.3067 0 FAT
150 78 -1 4582 1.2940 0 FAT
150 79 -1 4328 1.2940 0 FAT
150 80 -1 3253 1.2745 2 FAT
150 81 -1 2549 1.2623 2 FAT
150 82 -1 1640 1.2364 2 FAT
150 83 -1 1405 1.2366 2 FAT
150 84 -1 1405 1.2366 2 FAT
150 85 -1 1188 1.2367 2 FAT
150 86 -1 1188 1.2367 2 FAT
150 87 -1 1188 1.2367 2 FAT
150 88 -1 1188 1.2367 2 FAT
150 89 -1 972 1.2240 2 FAT
150 90 -1 530 1.1907 2 FAT
150 91 -1 1662 1.1925 2 FAT
150 92 -1 2360 1.2290 2 FAT
150 93 -1 4916 1.2752 0 FAT
150 94 -1 3557 1.2586 2 FAT
150 95 -1 3524 1.2470 2 FAT
150 96 -1 2144 1.2118 2 FAT
150 97 -1 897 1.1554 2 FAT
150 98 -1 416 1.1137 2 FAT
150 99 -1 358 1.1037 2 FAT
150 100 -1 804 1.1548 2 FAT
150 101 -1 804 1.1548 2 FAT
150 102 -1 445 1.1195 2 FAT
150 103 -1 112 1.0410 2 FAT
150 104 -1 60 1.0379 2 FAT
150 105 -1 60 1.0379 2 FAT
150 106 -1 60 1.0379 2 FAT
150 107 -1 112 1.0410 2 FAT
150 108 -1 445 1.1195 2 FAT
150 109 -1 804 1.1548 2 FAT
150 110 -1 804 1.1548 2 FAT
150 111 -1 358 1.1037 2 FAT
150 112 -1 416 1.1137 2 FAT
150 113 -1 897 1.1554 2 FAT
150 114 -1 2144 1.2118 2 FAT
150 115 -1 3524 1.2470 2 FAT
150 116 -1 3557 1.2586 2 FAT
150 117 -1 4916 1.2752 0 FAT
150 118 -1 2360 1.2290 2 FAT
150 119 -1 1662 1.1925 2 FAT
150 120 -1 530 1.1907 2 FAT
150 121 -1 972 1.2240 2 FAT
150 122 -1 1188 1.2367 2 FAT
150 123 -1 1188 1.2367 2 FAT
150 124 -1 1188 1.2367 2 FAT
150 125 -1 1188 1.2367 2 FAT
150 126 -1 1405 1.2366 2 FAT
150 127 -1 1405 1.2366 2 FAT
150 128 -1 1640 1.2364 2 FAT
150 129 -1 2549 1.2623 2 FAT
150 130 -1 3253 1.2745 2 FAT
150 131 -1 4328 1.2940 0 FAT
150 132 -1 4582 1.2940 0 FAT
150 133 -1 5873 1.3067 0 FAT
150 134 -1 7206 1.3199 0 FAT
150 135 -1 7739 1.3247 0 FAT
150 136 -1 7739 1.3247 0 FAT
150 137 -1 7739 1.3247 0 FAT
150 138 -1 7739 1.3247 0 FAT
150 139 -1 7739 1.3247 0 FAT
150 140 -1 7739 1.3247 0 FAT
150 141 -1 7739 1.3247 0 FAT
150 142 -1 7739 1.3247 0 FAT
150 143 -1 7739 1.3247 0 FAT
150 144 -1 7739 1.3247 0 FAT
150 145 -1 5928 1.3085 0 FAT
150 146 -1 4734 1.2941 0 FAT
150 147 -1 8503 1.2982 0 FAT
150 148 -1 7148 1.2735 0 FAT
150 149 -1 7203 1.2976 0 FAT
150 150 -1 7871 1.3014 0 FAT
150 151 -1 9431 1.3083 0 FAT
150 152 -1 9553 1.3125 0 FAT
150 153 -1 8416 1.2993 0 FAT
150 154 -1 7827 1.2998 0 FAT
150 155 -1 7446 1.2976 0 FAT
150 156 -1 4274 1.2784 0 FAT
150 157 -1 5837 1.2851 0 FAT
150 158 -1 8066 1.3065 0 FAT
150 159 -1 9918 1.3165 0 FAT
150 160 -1 12596 1.3328 0 FAT
150 161 -1 12841 1.3312 0 FAT
150 162 -1 9470 1.3181 0 FAT
150 163 -1 11397 1.3220 0 FAT
150 164 -1 10705 1.3191 0 FAT
150 165 -1 10937 1.3182 0 FAT
150 166 -1 11704 1.3263 0 FAT
150 167 -1 8137 1.3044 0 FAT
150 168 -1 6977 1.3043 0 FAT
150 169 -1 6977 1.3043 0 FAT
150 170 -1 6911 1.3032 0 FAT
150 171 -1 5456 1.2918 0 FAT
150 172 -1 4012 1.2716 2 FAT
150 173 -1 2899 1.2550 2 FAT
150 174 -1 3490 1.2254 2 FAT
150 175 -1 2640 1.2220 2 FAT
150 176 -1 3029 1.2224 2 FAT
150 177 -1 2318 1.2533 2 FAT
150 178 -1 3441 1.2750 2 FAT
150 179 -1 3510 1.2768 2 FAT
150 180 -1 4858 1.2909 0 FAT
150 181 -1 6182 1.3058 0 FAT
150 182 -1 7149 1.3104 0 FAT
150 183 -1 8651 1.3247 0 FAT
150 184 -1 8651 1.3247 0 FAT
150 185 -1 8651 1.3247 0 FAT
150 186 -1 8651 1.3247 0 FAT
150 187 -1 8651 1.3247 0 FAT
150 188 -1 12940 1.3357 0 FAT
150 189 -1 15880 1.3494 0 FAT
150 190 -1 16131 1.3462 0 FAT
150 191 -1 16078 1.3486 0 FAT
150 192 -1 16271 1.3489 0 FAT
150 193 -1 13489 1.3426 0 FAT
150 194 -1 13489 1.3426 0 FAT
150 195 -1 12754 1.3384 0 FAT
150 196 -1 13822 1.3325 0 FAT
150 197 -1 12171 1.3276 0 FAT
150 198 -1 15285 1.3441 0 FAT
150 199 -1 15107 1.3432 0 FAT
150 200 -1 12377 1.3329 0 FAT
150 201 -1 12330 1.3221 0 FAT
150 202 -1 13397 1.3297 0 FAT
150 203 -1 12578 1.3249 0 FAT
150 204 -1 9171 1.3247 0 FAT
150 205 -1 11452 1.3389 0 FAT
150 206 -1 12622 1.3426 0 FAT
150 207 -1 14907 1.3543 0 FAT
150 208 -1 17158 1.3623 0 FAT
150 209 -1 19752 1.3700 0 FAT
150 210 -1 22765 0.0000 0 CAP
# row j=150 L=0.416667 n=211 KILL=0 CYCLE=0 FAT=209 CAP=2 certified=0 lambda[1.0379,1.3700]
151 0 -1 22765 0.0000 0 CAP
151 1 -1 19752 1.3700 0 FAT
151 2 -1 17158 1.3623 0 FAT
151 3 -1 14907 1.3543 0 FAT
151 4 -1 12622 1.3426 0 FAT
151 5 -1 11452 1.3389 0 FAT
151 6 -1 14102 1.3255 0 FAT
151 7 -1 15880 1.3428 0 FAT
151 8 -1 16073 1.3404 0 FAT
151 9 -1 14890 1.3371 0 FAT
151 10 -1 15107 1.3432 0 FAT
151 11 -1 17887 1.3543 0 FAT
151 12 -1 15285 1.3441 0 FAT
151 13 -1 16338 1.3426 0 FAT
151 14 -1 17314 1.3475 0 FAT
151 15 -1 13489 1.3426 0 FAT
151 16 -1 13489 1.3426 0 FAT
151 17 -1 18543 1.3570 0 FAT
151 18 -1 19341 1.3596 0 FAT
151 19 -1 18697 1.3569 0 FAT
151 20 -1 17993 1.3549 0 FAT
151 21 -1 15880 1.3494 0 FAT
151 22 -1 12940 1.3357 0 FAT
151 23 -1 8651 1.3247 0 FAT
151 24 -1 8651 1.3247 0 FAT
151 25 -1 8651 1.3247 0 FAT
151 26 -1 8651 1.3247 0 FAT
151 27 -1 8651 1.3247 0 FAT
151 28 -1 7149 1.3104 0 FAT
151 29 -1 6182 1.3058 0 FAT
151 30 -1 4858 1.2909 0 FAT
151 31 -1 3510 1.2768 2 FAT
151 32 -1 7468 1.2864 0 FAT
151 33 -1 6002 1.2741 0 FAT
151 34 -1 3596 1.2272 2 FAT
151 35 -1 3490 1.2254 2 FAT
151 36 -1 6189 1.2744 0 FAT
151 37 -1 6825 1.2786 0 FAT
151 38 -1 5456 1.2918 0 FAT
151 39 -1 6911 1.3032 0 FAT
151 40 -1 6977 1.3043 0 FAT
151 41 -1 6977 1.3043 0 FAT
151 42 -1 8540 1.3045 0 FAT
151 43 -1 11704 1.3263 0 FAT
151 44 -1 13590 1.3326 0 FAT
151 45 -1 14361 1.3381 0 FAT
151 46 -1 13099 1.3326 0 FAT
151 47 -1 12796 1.3225 0 FAT
151 48 -1 13105 1.3329 0 FAT
151 49 -1 15244 1.3440 0 FAT
151 50 -1 12596 1.3328 0 FAT
151 51 -1 9918 1.3165 0 FAT
151 52 -1 8066 1.3065 0 FAT
151 53 -1 5837 1.2851 0 FAT
151 54 -1 7446 1.2976 0 FAT
151 55 -1 7827 1.2998 0 FAT
151 56 -1 11028 1.3148 0 FAT
151 57 -1 10829 1.3197 0 FAT
151 58 -1 12485 1.3278 0 FAT
151 59 -1 10903 1.3181 0 FAT
151 60 -1 7871 1.3014 0 FAT
151 61 -1 10322 1.3068 0 FAT
151 62 -1 10923 1.3119 0 FAT
151 63 -1 9972 1.3047 0 FAT
151 64 -1 5928 1.3085 0 FAT
151 65 -1 7739 1.3247 0 FAT
151 66 -1 7739 1.3247 0 FAT
151 67 -1 7739 1.3247 0 FAT
151 68 -1 7739 1.3247 0 FAT
151 69 -1 7739 1.3247 0 FAT
151 70 -1 7739 1.3247 0 FAT
151 71 -1 7739 1.3247 0 FAT
151 72 -1 7739 1.3247 0 FAT
151 73 -1 7739 1.3247 0 FAT
151 74 -1 7739 1.3247 0 FAT
151 75 -1 7739 1.3247 0 FAT
151 76 -1 7206 1.3199 0 FAT
151 77 -1 5873 1.3067 0 FAT
151 78 -1 4582 1.2940 0 FAT
151 79 -1 4328 1.2940 0 FAT
151 80 -1 3253 1.2745 2 FAT
151 81 -1 2586 1.2624 2 FAT
151 82 -1 1640 1.2364 2 FAT
151 83 -1 1405 1.2366 2 FAT
151 84 -1 1405 1.2366 2 FAT
151 85 -1 1188 1.2367 2 FAT
151 86 -1 1188 1.2367 2 FAT
151 87 -1 1188 1.2367 2 FAT
151 88 -1 1188 1.2367 2 FAT
151 89 -1 4412 1.2599 0 FAT
151 90 -1 2115 1.1978 2 FAT
151 91 -1 3361 1.2381 2 FAT
151 92 -1 4916 1.2752 0 FAT
151 93 -1 6373 1.2895 0 FAT
151 94 -1 4450 1.2642 0 FAT
151 95 -1 4271 1.2622 0 FAT
151 96 -1 2144 1.2118 2 FAT
151 97 -1 897 1.1554 2 FAT
151 98 -1 1450 1.1779 2 FAT
151 99 -1 804 1.1548 2 FAT
151 100 -1 804 1.1548 2 FAT
151 101 -1 804 1.1548 2 FAT
151 102 -1 445 1.1195 2 FAT
151 103 -1 112 1.0410 2 FAT
151 104 -1 60 1.0379 2 FAT
151 105 -1 60 1.0379 2 FAT
151 106 -1 112 1.0410 2 FAT
151 107 -1 445 1.1195 2 FAT
151 108 -1 804 1.1548 2 FAT
151 109 -1 804 1.1548 2 FAT
151 110 -1 804 1.1548 2 FAT
151 111 -1 1450 1.1779 2 FAT
151 112 -1 897 1.1554 2 FAT
151 113 -1 2144 1.2118 2 FAT
151 114 -1 4271 1.2622 0 FAT
151 115 -1 4450 1.2642 0 FAT
151 116 -1 6373 1.2895 0 FAT
151 117 -1 4916 1.2752 0 FAT
151 118 -1 3361 1.2381 2 FAT
151 119 -1 2115 1.1978 2 FAT
151 120 -1 4412 1.2599 0 FAT
151 121 -1 1188 1.2367 2 FAT
151 122 -1 1188 1.2367 2 FAT
151 123 -1 1188 1.2367 2 FAT
151 124 -1 1188 1.2367 2 FAT
151 125 -1 1405 1.2366 2 FAT
151 126 -1 1405 1.2366 2 FAT
151 127 -1 1640 1.2364 2 FAT
151 128 -1 2586 1.2624 2 FAT
151 129 -1 3253 1.2745 2 FAT
151 130 -1 4328 1.2940 0 FAT
151 131 -1 4582 1.2940 0 FAT
151 132 -1 5873 1.3067 0 FAT
151 133 -1 7206 1.3199 0 FAT
151 134 -1 7739 1.3247 0 FAT
151 135 -1 7739 1.3247 0 FAT
151 136 -1 7739 1.3247 0 FAT
151 137 -1 7739 1.3247 0 FAT
151 138 -1 7739 1.3247 0 FAT
151 139 -1 7739 1.3247 0 FAT
151 140 -1 7739 1.3247 0 FAT
151 141 -1 7739 1.3247 0 FAT
151 142 -1 7739 1.3247 0 FAT
151 143 -1 7739 1.3247 0 FAT
151 144 -1 7739 1.3247 0 FAT
151 145 -1 5928 1.3085 0 FAT
151 146 -1 9972 1.3047 0 FAT
151 147 -1 10923 1.3119 0 FAT
151 148 -1 10322 1.3068 0 FAT
151 149 -1 7871 1.3014 0 FAT
151 150 -1 10903 1.3181 0 FAT
151 151 -1 12485 1.3278 0 FAT
151 152 -1 10829 1.3197 0 FAT
151 153 -1 11028 1.3148 0 FAT
151 154 -1 7827 1.2998 0 FAT
151 155 -1 7446 1.2976 0 FAT
151 156 -1 5837 1.2851 0 FAT
151 157 -1 8066 1.3065 0 FAT
151 158 -1 9918 1.3165 0 FAT
151 159 -1 12596 1.3328 0 FAT
151 160 -1 15244 1.3440 0 FAT
151 161 -1 13105 1.3329 0 FAT
151 162 -1 12796 1.3225 0 FAT
151 163 -1 13099 1.3326 0 FAT
151 164 -1 14361 1.3381 0 FAT
151 165 -1 13590 1.3326 0 FAT
151 166 -1 11704 1.3263 0 FAT
151 167 -1 8540 1.3045 0 FAT
151 168 -1 6977 1.3043 0 FAT
151 169 -1 6977 1.3043 0 FAT
151 170 -1 6911 1.3032 0 FAT
151 171 -1 5456 1.2918 0 FAT
151 172 -1 6825 1.2786 0 FAT
151 173 -1 6189 1.2744 0 FAT
151 174 -1 3490 1.2254 2 FAT
151 175 -1 3596 1.2272 2 FAT
151 176 -1 6002 1.2741 0 FAT
151 177 -1 7468 1.2864 0 FAT
151 178 -1 3510 1.2768 2 FAT
151 179 -1 4858 1.2909 0 FAT
151 180 -1 6182 1.3058 0 FAT
151 181 -1 7149 1.3104 0 FAT
151 182 -1 8651 1.3247 0 FAT
151 183 -1 8651 1.3247 0 FAT
151 184 -1 8651 1.3247 0 FAT
151 185 -1 8651 1.3247 0 FAT
151 186 -1 8651 1.3247 0 FAT
151 187 -1 12940 1.3357 0 FAT
151 188 -1 15880 1.3494 0 FAT
151 189 -1 17993 1.3549 0 FAT
151 190 -1 18697 1.3569 0 FAT
151 191 -1 19341 1.3596 0 FAT
151 192 -1 18543 1.3570 0 FAT
151 193 -1 13489 1.3426 0 FAT
151 194 -1 13489 1.3426 0 FAT
151 195 -1 17314 1.3475 0 FAT
151 196 -1 16338 1.3426 0 FAT
151 197 -1 15285 1.3441 0 FAT
151 198 -1 17887 1.3543 0 FAT
151 199 -1 15107 1.3432 0 FAT
151 200 -1 14890 1.3371 0 FAT
151 201 -1 16073 1.3404 0 FAT
151 202 -1 15880 1.3428 0 FAT
151 203 -1 14102 1.3255 0 FAT
151 204 -1 11452 1.3389 0 FAT
151 205 -1 12622 1.3426 0 FAT
151 206 -1 14907 1.3543 0 FAT
151 207 -1 17158 1.3623 0 FAT
151 208 -1 19752 1.3700 0 FAT
151 209 -1 22765 0.0000 0 CAP
# row j=151 L=0.419444 n=210 KILL=0 CYCLE=0 FAT=208 CAP=2 certified=0 lambda[1.0379,1.3700]
152 0 -1 22765 0.0000 0 CAP
152 1 -1 19752 1.3700 0 FAT
152 2 -1 17158 1.3623 0 FAT
152 3 -1 14907 1.3543 0 FAT
152 4 -1 12622 1.3426 0 FAT
152 5 -1 18242 1.3452 0 FAT
152 6 -1 17771 1.3445 0 FAT
152 7 -1 18714 1.3522 0 FAT
152 8 -1 18785 1.3524 0 FAT
152 9 -1 18233 1.3483 0 FAT
152 10 -1 17887 1.3543 0 FAT
152 11 -1 17887 1.3543 0 FAT
152 12 -1 19949 1.3573 0 FAT
152 13 -1 20090 0.0000 0 CAP
152 14 -1 18238 1.3520 0 FAT
152 15 -1 15120 1.3426 0 FAT
152 16 -1 18543 1.3570 0 FAT
152 17 -1 21761 0.0000 0 CAP
152 18 -1 22226 0.0000 0 CAP
152 19 -1 20597 0.0000 0 CAP
152 20 -1 17993 1.3549 0 FAT
152 21 -1 15880 1.3494 0 FAT
152 22 -1 12940 1.3357 0 FAT
152 23 -1 10252 1.3247 0 FAT
152 24 -1 8651 1.3247 0 FAT
152 25 -1 8651 1.3247 0 FAT
152 26 -1 8651 1.3247 0 FAT
152 27 -1 8651 1.3247 0 FAT
152 28 -1 7149 1.3104 0 FAT
152 29 -1 6182 1.3058 0 FAT
152 30 -1 4858 1.2909 0 FAT
152 31 -1 7624 1.2891 0 FAT
152 32 -1 9444 1.3039 0 FAT
152 33 -1 6841 1.2780 0 FAT
152 34 -1 5026 1.2364 0 FAT
152 35 -1 6189 1.2744 0 FAT
152 36 -1 8779 1.2950 0 FAT
152 37 -1 9655 1.3044 0 FAT
152 38 -1 6911 1.3032 0 FAT
152 39 -1 6977 1.3043 0 FAT
152 40 -1 6977 1.3043 0 FAT
152 41 -1 8540 1.3045 0 FAT
152 42 -1 11704 1.3263 0 FAT
152 43 -1 13590 1.3326 0 FAT
152 44 -1 17194 1.3494 0 FAT
152 45 -1 17011 1.3490 0 FAT
152 46 -1 15575 1.3342 0 FAT
152 47 -1 15982 1.3384 0 FAT
152 48 -1 15510 1.3453 0 FAT
152 49 -1 15244 1.3440 0 FAT
152 50 -1 12596 1.3328 0 FAT
152 51 -1 9918 1.3165 0 FAT
152 52 -1 11423 1.3124 0 FAT
152 53 -1 11331 1.3093 0 FAT
152 54 -1 7827 1.2998 0 FAT
152 55 -1 11028 1.3148 0 FAT
152 56 -1 13659 1.3321 0 FAT
152 57 -1 13909 1.3343 0 FAT
152 58 -1 14073 1.3355 0 FAT
152 59 -1 10903 1.3181 0 FAT
152 60 -1 11306 1.3113 0 FAT
152 61 -1 14217 1.3325 0 FAT
152 62 -1 12699 1.3185 0 FAT
152 63 -1 13083 1.3257 0 FAT
152 64 -1 7739 1.3247 0 FAT
152 65 -1 7739 1.3247 0 FAT
152 66 -1 7739 1.3247 0 FAT
152 67 -1 7739 1.3247 0 FAT
152 68 -1 7739 1.3247 0 FAT
152 69 -1 7739 1.3247 0 FAT
152 70 -1 7739 1.3247 0 FAT
152 71 -1 7739 1.3247 0 FAT
152 72 -1 7739 1.3247 0 FAT
152 73 -1 7739 1.3247 0 FAT
152 74 -1 7739 1.3247 0 FAT
152 75 -1 7739 1.3247 0 FAT
152 76 -1 7206 1.3199 0 FAT
152 77 -1 5873 1.3067 0 FAT
152 78 -1 4582 1.2940 0 FAT
152 79 -1 4328 1.2940 0 FAT
152 80 -1 3253 1.2745 2 FAT
152 81 -1 2586 1.2624 2 FAT
152 82 -1 1640 1.2364 2 FAT
152 83 -1 1405 1.2366 2 FAT
152 84 -1 1405 1.2366 2 FAT
152 85 -1 1188 1.2367 2 FAT
152 86 -1 1188 1.2367 2 FAT
152 87 -1 2656 1.2365 2 FAT
152 88 -1 5578 1.2777 0 FAT
152 89 -1 5235 1.2664 0 FAT
152 90 -1 4142 1.2449 0 FAT
152 91 -1 6700 1.2863 0 FAT
152 92 -1 6373 1.2895 0 FAT
152 93 -1 7892 1.2963 0 FAT
